DENOMINAZIONE,STATOPATRIMONIALE,CONDGIUR,CESPITE,DAL,INDIRIZZO,RES11,FON11,RES3112,FON3112,STORICOCF,QUOTA,COMUNECATASTALE,FOGLIO,PARTICELLA,SUBALTERNO,SUPERFICIE,QUALITA
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 40",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,40,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 42",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,42,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 57",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,57,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 60",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,60,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 68",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,68,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 70",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,70,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 39",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,39,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 43",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,43,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 66",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,66,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 69",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,69,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 74",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,74,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 77",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,77,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 84",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,84,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 94",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,94,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"MENSA DELLA CASERMA IN RISTRUTTURAZIONE - VIA DUCA D' AOSTA, 3 - LECCE - MENSA CASERME - FG. 213 P.LLA 157",01/01/2019,"DUCA D' AOSTA, 3 Piano T","202.544,90€","17.612,60€","198.141,75€","22.015,75€",-   €,"4.403,15€",LECCE,213,157,,0,"B/1  - COLLEGI, OSPIZI, CASERME, CONVEN."
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...LASTRICO SOLARE - VIA ALCIDE DE GASPERI, 1 - LECCE - LASTRICO SOLARE - FG. 214 P.LLA 1117 SUB. 14",01/01/2019,"ALCIDE DE GASPERI, 1 Piano T",-   €,-   €,-   €,-   €,-   €,-   €,LECCE,214,1117,14,0,F/5  - LASTRICI SOLARI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 78",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,78,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 81",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,81,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 91",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,91,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 96",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,96,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"DEPOSITO P.LLA 1013 - VIA VECCHIA SURBO, SNC - LECCE - DEPOSITO - FG. 212 P.LLA 1013",01/01/2019,"VECCHIA SURBO, Piano T","19.388,00€","1.685,92€","18.966,52€","2.107,40€",-   €,"421,48€",LECCE,212,1013,,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...LABORATORI - VIA PITAGORA, SNC - LECCE - LABORATORI - FG. 215 P.LLA 842 SUB. 1",01/01/2019,"PITAGORA, SNC Piano T","52.523,95€","4.567,32€","51.382,12€","5.709,15€",-   €,"1.141,83€",LECCE,215,842,1,0,C/3  - LABORATORI PER ARTI E MESTIERI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...DEPOSITO P.LLA 1011 - VIA VECCHIA SURBO,SNC - LECCE - DEPOSITO - FG. 212 P.LLA 1011",01/01/2019,"VECCHIA SURBO, Piano T","37.405,08€","3.252,60€","36.591,93€","4.065,75€",-   €,"813,15€",LECCE,212,1011,,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"CENTRO SERVIZI MOBILITA' ''CITY TERMINAL BUS'' OFFICINA E TETTOIA - VIALE PORTA D' EUROPA, SNC - LECCE - C.S.M. TERMINAL BUS - FG. 212 P.LLA 1023",01/01/2019,"PORTA D' EUROPA, SNC Piano T","48.950,68€","4.256,60€","47.886,53€","5.320,75€",-   €,"1.064,15€",LECCE,212,1023,,0,E/9  - EDIF. A DESTINAZIONI PARTICOLARI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"DEPOSITO POLIZIA LOCALE E PROTEZIONE CIVILE - VIA GIANDOMENICO CATALANO, SNC - LECCE - DEPOSITO - FG. 228 P.LLA 1337",01/01/2019,"GIANDOMENICO CATALANO, SNC Piano T","104.089,96€","9.051,32€","101.827,13€","11.314,15€",-   €,"2.262,83€",LECCE,228,1337,,0,A/10 - UFFICI O STUDI PRIVATI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"IMPIANTO SPORTIVO PISTA ATLETICA LEGGERA CONI E BAR - VIA GIAMMATTEO, SNC - LECCE - IMPIANTO SPORTIVO E BAR - FG. 213 P.LLA 1394 SUB. 6",01/01/2019,"GIAMMATTEO, SN Piano T","144.334,91€","12.511,45€","141.197,98€","15.648,38€","604,47€","3.136,93€",LECCE,213,1394,6,0,C/4  - FABBR. PER SERV. SPORT.(NO LUCRO)
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGI - VIA BASSEO ANGOLO SANTA VENERA, SNC - LECCE - COLLEGI, CASERME - FG. 259 P.LLA 1681 SUB. 4",01/01/2019,"BASSEO, 4 Piano 1","93.939,87€","8.168,68€","91.897,70€","10.210,85€",-   €,"2.042,17€",LECCE,259,1681,4,0,"B/1  - COLLEGI, OSPIZI, CASERME, CONVEN."
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"RIFUGIO ANTIAEREA DA FEDERALISMO DEMANIALE - PIAZZA DELL' ARCO DI TRIONFO, SNC - LECCE - RIFUGIO ANTIAEREA - FG. 259 P.LLA 5990",01/01/2019,"DELL' ARCO DI TRIONFO, Piano S1",-   €,-   €,-   €,-   €,-   €,-   €,LECCE,259,5990,,0,F/2  - UNITÀ COLLABENTI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 55",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","2.528,60€","219,88€","2.473,63€","274,85€",-   €,"54,97€",LECCE,211,1852,55,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 59",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,59,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 72",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,72,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...CENTRO ''YOU AND ME LECCE'' - VIALE MICHELE DE PIETRO, 16 - LECCE - CENTRO ''YOU AND ME LECCE'' - FG. 259 P.LLA 3582",01/01/2019,"MICHELE DE PIETRO, 16 Piano T","222.462,68€","18.753,10€","217.638,36€","23.577,42€",-   €,"4.824,32€",LECCE,259,3582,,0,"B/1  - COLLEGI, OSPIZI, CASERME, CONVEN."
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"DEPOSITO - VIALE DELL' UNIVERSITA', SNC - LECCE - DEPOSITO - FG. 259 P.LLA 4490 SUB. 1",01/01/2019,"SAN NICOLA, SN Piano T","32.900,27€","2.860,88€","32.185,05€","3.576,10€",-   €,"715,22€",LECCE,259,4490,1,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...FABBRICATO PER SPEC. ESIGENZE PUBBL. - VIALE GUGLIELMO MARCONI, SNC - LECCE - FABBRICATO PER SPEC. ESIGENZE PUBBL. - FG. 259 P.LLA 4706",01/01/2019,"GUGLIELMO MARCONI, Piano S1","47.495,06€","4.130,00€","50.647,16€","5.247,90€",-   €,"1.117,90€",LECCE,259,4706,,0,E/3  - FABBR. PER SPEC. ESIGENZE PUBBL.
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...GARAGE - VIA BRENTA, SNC - LECCE - GARAGE - FG. 212 P.LLA 946 SUB. 1",01/01/2019,"BRENTA, SN Piano S1","461.507,51€","40.131,08€","451.474,74€","50.163,85€",-   €,"10.032,77€",LECCE,212,946,1,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...DEPOSITO P.LLA 1016 - VIA VECCHIA SURBO, SNC - LECCE - DEPOSITO - FG. 212 P.LLA 1016",01/01/2019,"VECCHIA SURBO, Piano T","47.941,44€","4.168,80€","46.899,24€","5.211,00€",-   €,"1.042,20€",LECCE,212,1016,,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...DEPOSITO - VIA SANTI GIACOMO E FILIPPO, 6 - LECCE - DEPOSITO - FG. 214 P.LLA 633",01/01/2019,"SANTI GIACOMO E FILIPPO, 6 Piano T","11.494,64€","999,52€","11.244,76€","1.249,40€",-   €,"249,88€",LECCE,214,633,,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...LABORATORI - VIA VITTORIO DEI PRIOLI, 1 - LECCE - LABORATORI - FG. 259 P.LLA 127 SUB. 2",01/01/2019,"CORTE CONTE ACCARDO, 1 Piano T","74.964,09€","6.518,60€","73.334,44€","8.148,25€",-   €,"1.629,65€",LECCE,259,127,2,0,C/3  - LABORATORI PER ARTI E MESTIERI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"RIFUGIO ANTIAEREA DA FEDERALISMO DEMANIALE - PIAZZETTA SIGISMONDO CASTROMEDIANO, SNC - LECCE - VRIFUGIO ANTIAEREA - FG. 259 P.LLA 5989",01/01/2019,"SIGISMONDO CASTROMEDIANO, Piano S1",-   €,-   €,-   €,-   €,-   €,-   €,LECCE,259,5989,,0,F/2  - UNITÀ COLLABENTI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...BAGNI PUBBLICI VILLA COMUNALE - VIA GIUSEPPE GARIBALDI, SNC - LECCE - DEPOSITO - FG. 259 P.LLA 8206",01/01/2019,"GIUSEPPE GARIBALDI, SNC Piano T","48.574,60€","3.973,24€","47.523,64€","5.024,20€",-   €,"1.050,96€",LECCE,259,8206,,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"COMUNITA' SOCIO-RIABILITATIVA ''DOPO DI NOI'' - VIA DOMENICO CIMAROSA, 27 - LECCE - COMUNITA' SOCIO RIABILITATIVA - FG. 239 P.LLA 622",01/01/2019,"DOMENICO CIMAROSA, SNC Piano T-S1","220.063,62€","19.135,96€","222.335,63€","24.063,95€",-   €,"4.927,99€",LECCE,239,622,,0,"B/1  - COLLEGI, OSPIZI, CASERME, CONVEN."
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"CENTRO SOCIALE DIVERSAMENTE ABILI  - VIA VECCHIA CARMIANO, SNC - LECCE - CENTRO SOCIALE - FG. 226 P.LLA 1095",01/01/2019,"VECCHIA CARMIANO, SNC Piano S1-T - 1","1.636.310,50€","142.287,88€","1.602.663,45€","177.899,13€",-   €,"35.611,25€",LECCE,226,1095,,0,B/4  - UFFICI PUBBLICI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 47",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,47,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...FABBRICATO IN CORSO DI DEFINIZIONE P.LLA 3579 - VIALE MICHELE DE PIETRO, SNC - LECCE - FABBRICATO IN CORSO DI DEFINIZIONE - FG. 259 P.LLA 3579 SUB. 2",01/01/2019,"MICHELE DE PIETRO, SNC Piano T",-   €,-   €,-   €,-   €,-   €,-   €,LECCE,259,3579,2,0,F/4  - UNITÀ IN CORSO DI DEFINIZIONE
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"RIFUGIO ANTIAEREA DA FEDERALISMO DEMANIALE - PIAZZA NICODEMO ARGENTO,SNC - LECCE - RIFUGIO ANTIAEREA - FG. 259 P.LLA 5994",01/01/2019,"NICODEMO ARGENTO, Piano S1",-   €,-   €,-   €,-   €,-   €,-   €,LECCE,259,5994,,0,F/2  - UNITÀ COLLABENTI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO - VIALE SAN NICOLA, 14 - LECCE - FABBRICATO PER SPEC. ESIGENZE PUBBL. - FG. 259 P.LLA 3007 SUB. 2",01/01/2019,"SAN NICOLA, 10 Piano T","22.933,26€","1.994,20€","22.434,71€","2.492,75€",-   €,"498,55€",LECCE,259,3007,2,0,E/9  - EDIF. A DESTINAZIONI PARTICOLARI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO - VIALE SAN NICOLA, 14 - LECCE - DEPOSITO - FG. 259 P.LLA 3007 SUB. 3",01/01/2019,"SAN NICOLA, 10 Piano T","71.790,04€","6.242,60€","70.229,39€","7.803,25€",-   €,"1.560,65€",LECCE,259,3007,3,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 50",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,50,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 52",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,52,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 58",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,58,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 62",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","2.528,60€","219,88€","2.473,63€","274,85€",-   €,"54,97€",LECCE,211,1852,62,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
