DENOMINAZIONE,STATOPATRIMONIALE,CONDGIUR,CESPITE,DAL,INDIRIZZO,RES11,FON11,RES3112,FON3112,STORICOCF,QUOTA,COMUNECATASTALE,FOGLIO,PARTICELLA,SUBALTERNO,SUPERFICIE,QUALITA
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 71",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,71,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 73",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,73,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 80",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,80,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 82",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,82,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 88",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,88,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 90",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,90,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 92",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,92,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...DEPOSITO - VIA ARCHITA DA TARANTO, SNC - LECCE - DEPOSITO - FG. 195 P.LLA 248",01/01/2019,"ARCHITA DA TARANTO, Piano T","11.111,32€","966,20€","10.869,77€","1.207,75€",-   €,"241,55€",LECCE,195,248,,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"MERCATO SETTELACQUARE FABBRICATO SPECIALI ESIGENZE PUBBL. - VIA CESARE ABBA, SNC - LECCE - FABBRICATO SPECIALI ESIGENZE PUBBL. - FG. 215 P.LLA 1145",01/01/2019,"CESARE ABBA, SN Piano T-S1","3.632.355,91€","313.132,98€","3.553.446,13€","392.042,76€",-   €,"78.909,78€",LECCE,215,1145,,0,D/8  - FABBR. PER SPEC. ESIGENZE COMM.
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...MERCATO DELLE ETNIE FABBRICATO SPECIALI ESIGENZE PUBBL. P.LLA 1477 - VIALE ALDO MORO, SNC - LECCE - FABBRICATO SPECIALI ESIGENZE PUBBL. - FG. 215 P.LLA 1477 SUB. 1",01/01/2019,"ALDO MORO, SNC Piano T","270.501,21€","23.117,24€","264.628,84€","28.989,61€",-   €,"5.872,37€",LECCE,215,1477,1,0,D/8  - FABBR. PER SPEC. ESIGENZE COMM.
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...LABORATORI - VIA VITTORIO DEI PRIOLI, 1 - LECCE - COLLEGI, CASERME - FG. 259 P.LLA 127 SUB. 3",01/01/2019,"CORTE CONTE ACCARDO, 1 Piano T","1.136.863,13€","98.857,68€","1.112.148,71€","123.572,10€",-   €,"24.714,42€",LECCE,259,127,3,0,"B/1  - COLLEGI, OSPIZI, CASERME, CONVEN."
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ISTITUTO PROVINCIALE FEMMINILE PROVINCIALE  - PIAZZA NICODEMO ARGENTO, SNC - LECCE - IST. PROVINCIALE FEMMINILE - FG. 259 P.LLA 1052 SUB. 2",01/01/2019,"NICODEMO ARGENTO, SN Piano T-1","167.629,43€","14.576,48€","163.985,31€","18.220,60€",-   €,"3.644,12€",LECCE,259,1052,2,0,"B/1  - COLLEGI, OSPIZI, CASERME, CONVEN."
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...FABBRICATO IN CORSO DI DEFINIZIONE P.LLA 2999 - VIALE MICHELE DE PIETRO, SNC - LECCE - FABBRICATO IN CORSO DI DEFINIZIONE - FG. 259 P.LLA 2999 SUB. 2",01/01/2019,"MICHELE DE PIETRO, SNC Piano T",-   €,-   €,-   €,-   €,-   €,-   €,LECCE,259,2999,2,0,F/4  - UNITÀ IN CORSO DI DEFINIZIONE
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 32",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,32,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 35",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","2.106,98€","183,20€","2.061,18€","229,00€",-   €,"45,80€",LECCE,211,1852,35,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 38",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,38,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 41",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,41,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 46",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","2.106,98€","183,20€","2.061,18€","229,00€",-   €,"45,80€",LECCE,211,1852,46,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 53",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","2.106,98€","183,20€","2.061,18€","229,00€",-   €,"45,80€",LECCE,211,1852,53,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 56",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,56,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 76",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.522,74€","654,16€","7.359,20€","817,70€",-   €,"163,54€",LECCE,211,1852,76,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"RIFUGIO ANTIAEREA DA FEDERALISMO DEMANIALE - PIAZZETTA TANCREDI, SNC - LECCE - RIFUGIO ANTIAEREA - FG. 259 P.LLA 5991",01/01/2019,"TANCREDI, Piano S1",-   €,-   €,-   €,-   €,-   €,-   €,LECCE,259,5991,,0,F/2  - UNITÀ COLLABENTI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 50",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,50,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 51",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,51,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 55",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,55,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 62",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,62,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 64",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,64,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 72",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,72,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 38",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,38,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 40",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,40,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 42",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,42,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 85",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,85,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"BAR ''BELLOLUOGO'' - VIA VECCHIA SURBO, SNC - LECCE - DEPOSITO - FG. 212 P.LLA 1018 SUB. 4",01/01/2019,"VECCHIA SURBO, SNC Piano T","14.751,20€","1.282,72€","14.430,52€","1.603,40€",-   €,"320,68€",LECCE,212,1018,4,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...FABBRICATO SPECIALI ESIGENZE PUBBL. - VIA VECCHIA SURBO, 12 - LECCE - FABBRICATO SPECIALI ESIGENZE PUBBL. - FG. 212 P.LLA 1063 SUB. 1",01/01/2019,"VECCHIA SURBO, 12 Piano T-1","803.712,00€","69.888,00€","786.240,00€","87.360,00€",-   €,"17.472,00€",LECCE,212,1063,1,0,D/8  - FABBR. PER SPEC. ESIGENZE COMM.
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"SCUOLA DELL' INFANZIA ''BANDA BASSOTTI'' CIRC.LIVIO TEMPESTA VIA VECCHIA FRIGOLE - PIAZZETTA EUGENIO MONTALE, 9 - LECCE - UNITA' COLLABENTE - FG. 213 P.LLA 19 SUB. 4",01/01/2019,"EUGENIO MONTALE, Piano T",-   €,-   €,-   €,-   €,-   €,-   €,LECCE,213,19,4,0,F/2  - UNITÀ COLLABENTI
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,...FABBRICATO IN ATTESA DI DICHIARAZIONE - SNC - LECCE - FABBRICATO IN ATTESA DI DICHIARAZIONE - FG. 213 P.LLA 1508,01/01/2019,Piano,-   €,-   €,-   €,-   €,-   €,-   €,LECCE,213,1508,,0,F/6
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 54",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,54,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 57",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,57,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...FABBRICATO SPECIALI ESIGENZE PUBBL. P.LLA 1589 - VIALE ALDO MORO, SNC - LECCE - FABBRICATO SPECIALI ESIGENZE PUBBL. - FG. 215 P.LLA 1589 SUB. 1",01/01/2019,"ALDO MORO, SNC Piano T","1.632.665,58€","141.970,92€","1.597.172,85€","177.463,65€",-   €,"35.492,73€",LECCE,215,1589,1,0,D/8  - FABBR. PER SPEC. ESIGENZE COMM.
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 61",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,61,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 65",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,65,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 69",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,69,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"...NEGOZIO - VIA BERNARDINO BONIFACIO, 25 - LECCE - NEGOZIO - FG. 211 P.LLA 1800 SUB. 17",01/01/2019,"BERNARDINO BONIFACIO, 25 Piano 3","17.816,46€","1.549,24€","17.429,15€","1.936,55€",-   €,"387,31€",LECCE,211,1800,17,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 43",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,43,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 58",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,58,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO E GARAGE - PIAZZALE SONDRIO, 11 - LECCE - GARAGE - FG. 198 P.LLA 585 SUB. 63",01/01/2019,"SONDRIO, 11 Piano 1","7.139,42€","620,84€","6.984,21€","776,05€",-   €,"155,21€",LECCE,198,585,63,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"CENTRO SOCIO EDUCATIVO PER MINORI - VIA SIRACUSA, SNC - LECCE - SCUOLA - FG. 198 P.LLA 605",01/01/2019,"SIRACUSA, SNC Piano T-S1","226.802,88€","19.722,00€","264.916,92€","25.530,96€",-   €,"5.808,96€",LECCE,198,605,,0,"B/1  - COLLEGI, OSPIZI, CASERME, CONVEN."
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 34",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,34,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 44",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","2.528,60€","219,88€","2.473,63€","274,85€",-   €,"54,97€",LECCE,211,1852,44,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 64",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","2.106,98€","183,20€","2.061,18€","229,00€",-   €,"45,80€",LECCE,211,1852,64,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 65",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,65,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 75",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.522,74€","654,16€","7.359,20€","817,70€",-   €,"163,54€",LECCE,211,1852,75,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 79",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,79,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 83",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","5.147,47€","447,60€","5.035,57€","559,50€",-   €,"111,90€",LECCE,211,1852,83,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 86",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,86,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 61",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","1.685,31€","146,56€","1.648,67€","183,20€",-   €,"36,64€",LECCE,211,1852,61,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 89",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,89,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"CASA FAMIGLIA SERVIZI SOCIALI ''U.E.'' - VIA GIOACCHINO UNGARO, 3 - LECCE - CASA FAMIGLIA - FG. 212 P.LLA 848 SUB. 3",01/01/2019,"GIOACCHINO UNGARO, 3 Piano T-1 - S1","127.901,35€","11.121,84€","125.120,89€","13.902,30€",-   €,"2.780,46€",LECCE,212,848,3,0,"B/1  - COLLEGI, OSPIZI, CASERME, CONVEN."
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 87",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,87,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - GARAGE - FG. 211 P.LLA 1852 SUB. 93",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","7.918,42€","688,56€","7.746,28€","860,70€",-   €,"172,14€",LECCE,211,1852,93,0,"C/6  - STALLE, SCUDERIE, AUTORIMESSE"
Fabbricati,1.2.2.02.09.99.999 - Beni immobili n.a.c.,INDISPONIBILE,"ALLOGGIO, GARAGE E DEPOSITI - VIA POZZUOLO, 26 - LECCE - DEPOSITO - FG. 211 P.LLA 1852 SUB. 37",01/01/2019,"POZZUOLO, 20 Piano 1 int. 1","2.528,60€","219,88€","2.473,63€","274,85€",-   €,"54,97€",LECCE,211,1852,37,0,C/2  - MAGAZZINI E LOCALI DI DEPOSITO
